country,year,value
"China, Macao Special Administrative Region",2020,147.86261659735914
"China, Macao Special Administrative Region",2021,137.09637933070474
"China, Macao Special Administrative Region",2022,63.74612855847854
Colombia,2010,73.85882124831997
Colombia,2011,89.40420923607523
Colombia,2012,76.196834311806
Colombia,2013,40.72016205640782
Colombia,2014,71.40920006781425
Colombia,2015,37.06625943032646
Colombia,2016,52.5912910441003
Colombia,2017,51.1478259431463
Colombia,2019,103.7789844651112
Colombia,2020,146.7272440611912
Colombia,2021,106.0303509364326
Colombia,2022,69.93706659407519
Colombia,2023,72.8233194022246
Costa Rica,2014,75.1606997853421
Costa Rica,2015,69.94547677441773
Costa Rica,2021,14.604779162003851
Costa Rica,2022,68.38175991823316
Costa Rica,2023,81.61745544116857
Croatia,2014,11.2810136038122
Croatia,2015,7.55307138118547
Croatia,2016,6.09219006617641
Croatia,2017,6.17768189841145
Croatia,2021,4.89220584975322
Croatia,2022,5.57969013267633
Croatia,2023,11.31923357238477
Cyprus,2015,12.136106433653419
Cyprus,2016,13.256676332993134
Cyprus,2022,10.966147652418215
Czechia,2010,38.58931862377562
Czechia,2011,42.6086924209788
Czechia,2012,31.31146004196115
Czechia,2013,37.00827572592464
Czechia,2014,43.45252462258218
Czechia,2015,46.04530807004834
Czechia,2016,30.08940036544043
Czechia,2017,31.8555280653795
Czechia,2021,32.11567721275422
Czechia,2022,33.49506844846062
Czechia,2023,34.98704313785858
Denmark,2010,9.57125379369081
Denmark,2011,10.6446970650255
Denmark,2012,9.65679655624328
Denmark,2013,10.4179049058983
Denmark,2014,9.58575029492572
Denmark,2015,8.72670817835069
Dominica,2016,0.0
Dominica,2017,0.0
Dominica,2018,39.604250856258574
Dominica,2019,82.4979191373075
Dominica,2020,82.87333698370651
Dominica,2021,19.34466236123923
Dominica,2022,40.4031334874638
Dominican Republic,2019,60.5560277044974
Dominican Republic,2020,101.723245187722
Dominican Republic,2021,61.79723234882837
Ecuador,2014,26.97827509851886
Ecuador,2021,59.06419835549418
Ecuador,2022,49.52901152873586
Ecuador,2023,42.5470783421856
El Salvador,2015,122.1926793874162
El Salvador,2018,0.659184387941267
El Salvador,2019,23.351428145542258
El Salvador,2021,0.5594824563485793
El Salvador,2022,0.6209875644851793
Estonia,2010,36.9522366054714
Estonia,2012,40.9037846207818
Estonia,2013,81.0368159815528
Estonia,2014,91.4449519647732
Estonia,2015,94.1748518153382
Estonia,2017,88.8096433609668
Estonia,2020,69.1901258169794
Estonia,2021,62.4742115540498
Estonia,2022,61.0329003626792
Estonia,2023,56.4659346575034
Finland,2010,7.90550608243858
Finland,2011,8.31440167579735
Finland,2012,8.42265239113283
Finland,2013,8.9537645615882
Finland,2014,8.71526071446096
Finland,2015,8.92381769680645
Finland,2016,8.67987791396876
Finland,2017,9.00443613712594
Finland,2018,8.84741321489886
Finland,2019,8.40311936830274
Finland,2020,8.84329678103997
Finland,2021,8.86109644789143
Finland,2022,7.84658895132044
Finland,2023,8.85526822848485
France,2013,12.1979754715393
France,2014,12.2518080440323
France,2015,12.468356193116
France,2019,21.001237816364846
France,2020,61.7735051642867
France,2021,69.4575302574366
France,2022,71.1358531768785
France,2023,72.6713667500004
Georgia,2013,173.6094247366521
Georgia,2014,145.1390098197547
Germany,2013,9.3310123766526
Germany,2014,8.77899254916187
Germany,2015,8.3092148321361
Germany,2017,3.9564879224175082
Germany,2018,3.863569318751912
Germany,2019,3.903819719451198
Germany,2020,3.484449362266544
Germany,2021,3.154231809693012
Germany,2022,3.031412028987819
Germany,2023,3.237205518823929
Greece,2013,51.67977268923698
Greece,2016,16.66743383882556
Greece,2017,27.2468579746369
Greece,2018,25.8600360726536
Greece,2019,33.9783957299177
Greece,2020,82.1356848240302
Greece,2021,52.7621136642626
Greece,2022,46.6171363594456
Greece,2023,39.8129105614874
Grenada,2012,352.9166611246335
Grenada,2013,401.80813661476617
Grenada,2014,99.88478202774867
Grenada,2015,94.1783808294674
Grenada,2017,71.90006756873821
Grenada,2019,56.0434207179593
Grenada,2020,57.5893279239477
Grenada,2021,29.99464381360474
Grenada,2022,28.226116856123802
Guatemala,2010,3.06204520826994
Guatemala,2011,3.14356445934697
Guatemala,2012,2.68395949500871
Guatemala,2019,6.595024702840201
Guatemala,2021,10.01213132791062
Guatemala,2022,14.814086851898399
Guatemala,2023,10.01940017393259
Guinea-Bissau,2016,0.928001545941399
Guyana,2012,79.59388359863517
Guyana,2015,45.072293586686996
Guyana,2017,77.16546396548509
Guyana,2018,48.7647423332919
Guyana,2020,20.4339046776923
Guyana,2021,21.82758172467322
Guyana,2022,37.36443222493636
Guyana,2023,8.47095611681691
Holy See,2012,0.0
Holy See,2013,0.0
Holy See,2014,0.0
Holy See,2015,0.0
Holy See,2021,0.0
Holy See,2022,0.0
Honduras,2013,2.74487999727762
Honduras,2014,35.7051336335794
Honduras,2015,44.3311117257684
Honduras,2016,21.7160803112497
Honduras,2017,49.78026752122271
Honduras,2018,23.15362275088693
Honduras,2019,41.51399988746563
Honduras,2020,38.489509582875
Honduras,2021,88.9709414879761
Honduras,2022,43.11979351429376
Hungary,2020,15.3649590620769
Hungary,2021,26.0510837132364
Hungary,2022,9.68577457619444
Hungary,2023,16.2804515807033
Iceland,2017,9.02391774844519
Iceland,2018,12.753150028056929
Indonesia,2012,18.0123726483959
Iraq (Central Iraq),2019,0.023754009416980137
Iraq (Central Iraq),2020,0.130214169610785
Ireland,2010,36.586328820727
Ireland,2011,33.3653412059234
Ireland,2012,30.0426161684056
Ireland,2013,25.4719968585978
Israel,2012,23.18678884071378
Israel,2013,20.543581621185396
Israel,2014,21.298744779623206
Italy,2010,49.1687641621772
Italy,2011,49.8907701404354
Italy,2012,49.5113991447266
Italy,2013,46.6746815992454
Italy,2014,37.2410921329404
Italy,2015,34.3341172169866
Italy,2016,31.4576642465209
Italy,2017,32.9307754266172
Italy,2018,35.127536024077
Italy,2019,35.4531045797069
Italy,2020,31.4190118637314
Italy,2021,63.6169655286722
Italy,2022,65.0932177129198
Italy,2023,69.499798594787
Jamaica,2015,13.987341455982335
Japan,2010,11.4646553592057
Japan,2011,11.6662109227749
Japan,2012,11.5853972403366
Japan,2013,11.0339788257923
Japan,2014,10.7854468741459
Japan,2016,10.2540146464825
Japan,2020,7.79544406411415
Japan,2021,7.53584491350519
Japan,2022,6.81853211587828
Japan,2023,5.85104496249854
Jordan,2012,11.4140694221891
Kenya,2010,8.47865755181732
Kyrgyzstan,2022,16.4323582029815
Kyrgyzstan,2023,12.6811060214684
Latvia,2010,58.6796553201854
Latvia,2011,62.283322123468
Latvia,2012,69.005056684656
Latvia,2013,56.78064192428254
Latvia,2014,50.7484646332847
Latvia,2015,53.64364742422015
Latvia,2016,13.16418545582014
Latvia,2017,56.470883777052705
Latvia,2018,61.683305768660105
Latvia,2019,56.7842558728869
Latvia,2020,57.9131234767232
Latvia,2021,54.571865419097605
Latvia,2022,55.2878877528291
Latvia,2023,53.9206415653242
Liechtenstein,2010,5.5557870466825
Liechtenstein,2011,0.0
Liechtenstein,2012,0.0
Liechtenstein,2013,2.70929287455974
Liechtenstein,2014,0.0
Liechtenstein,2015,8.02139037433155
Liechtenstein,2016,2.65851389073508
Lithuania,2010,24.0499502940792
Lithuania,2011,29.121967720511
Lithuania,2012,32.2922890531315
Lithuania,2013,31.3687260224033
Lithuania,2014,32.0813536762981
Lithuania,2015,27.2217564812559
Lithuania,2016,53.88431497647621
Lithuania,2017,53.72329850449541
Lithuania,2018,57.87734997384454
Lithuania,2019,57.17233774755293
Lithuania,2020,55.512544064423224
Lithuania,2021,58.61539906691295
Lithuania,2022,57.296632012380925
Lithuania,2023,53.992520932175026
Luxembourg,2016,37.874503432698205
Luxembourg,2017,31.0144837639178
Madagascar,2013,0.7963734975942162
Madagascar,2014,1.421398213270142
Madagascar,2015,1.455163130177812
Malta,2014,48.1029818094777
Malta,2015,44.49633186173332
Malta,2017,32.057960793113914
Malta,2018,32.19432162333677
Malta,2019,26.78489054404079
Malta,2020,21.42003236161651
Malta,2021,19.07026726026055
Malta,2022,10.412880164788561
Malta,2023,53.28770104849185
Mauritius,2010,50.907863393855
Mauritius,2011,45.1694710351739
Mauritius,2012,39.8706144263363
Mexico,2010,4.36527897587034
Mexico,2011,16.45038498851258
Mexico,2012,16.228634425599843
Mexico,2014,15.07126215855692
Mexico,2015,26.80051373598186
Mexico,2016,29.195587495779918
Mexico,2017,52.30872765192999
Mexico,2018,51.535752996874265
Mexico,2019,19.08749261731289
Mexico,2020,39.41906364924823
Mexico,2021,34.99854943057435
Mexico,2022,36.55303666828544
Mexico,2023,35.72150924066382
Monaco,2010,0.0
Monaco,2011,0.0
Monaco,2012,0.0
Monaco,2014,24.911426040744
Monaco,2015,10.8822809260821
Mongolia,2011,0.400702248904945
Mongolia,2012,0.321950706485053
Mongolia,2013,0.771420822155767
Mongolia,2014,0.755225171243017
Mongolia,2015,0.403154617690996
Mongolia,2016,0.789262867944483
Mongolia,2018,2.62019265676802
Montenegro,2014,30.0930270496718
Montenegro,2015,58.585199277237
Montenegro,2016,26.75216680536679
Montenegro,2017,25.317945827658928
Montenegro,2018,18.187870963551205
Montenegro,2019,27.629435321371993
Montenegro,2020,12.994810300443259
Montenegro,2021,23.846962120591147
Montenegro,2022,29.122383154572304
Montenegro,2023,14.2056216380029
Morocco,2017,59.1597587703708
Morocco,2018,58.60530316051223
Morocco,2019,131.9105646040593
Morocco,2020,140.011231075441
Morocco,2021,129.15903142091787
Morocco,2023,16.55949399277508
Netherlands (Kingdom of the),2010,6.17128076733765
Netherlands (Kingdom of the),2011,5.21035564712647
Netherlands (Kingdom of the),2012,4.80632988324964
New Zealand,2010,16.836215251012
New Zealand,2011,17.0899197880394
New Zealand,2012,17.6576863693428
New Zealand,2013,17.8272690307781
New Zealand,2014,17.996972352096
New Zealand,2015,18.5087696674642
New Zealand,2020,34.6555500656326
New Zealand,2021,28.173169647021908
New Zealand,2022,14.8877538383952
New Zealand,2023,18.9257884843053
Nicaragua,2018,44.3900701241235
Nicaragua,2019,23.551523468931222
Norway,2010,32.80725817635003
Norway,2012,28.235767663669574
Norway,2013,27.893017188850408
Norway,2014,26.95918846029949
Norway,2016,13.54091485782139
Norway,2017,13.701479257561754
Norway,2018,12.820627467111803
Norway,2019,11.799397894116016
Norway,2020,11.6186693240267
Norway,2021,12.3703551188724
Norway,2022,12.46151248125851
Norway,2023,10.744375011663932
Panama,2012,90.3104351380213
Panama,2021,78.1054930438014
Panama,2022,108.935407484094
Paraguay,2010,5.3677506066386
Paraguay,2011,5.744135564351
Paraguay,2012,5.93521324712464
Peru,2013,48.8833576883752
Peru,2014,53.991545840383
Peru,2015,49.275057785249004
Peru,2016,56.433361956064104
Peru,2018,35.2628593322751
Peru,2019,50.167487418759
Peru,2020,44.7918278560131
Peru,2021,44.6165178172609
Peru,2022,48.79697167816
Peru,2023,49.790789749822
Philippines,2014,0.350785455856782
Philippines,2016,10.37890605299619
Philippines,2017,0.743620310022429
Philippines,2018,96.4241755307515
Philippines,2019,92.77676426014969
Poland,2011,6.04051818904584
Poland,2012,16.696355685712412
Poland,2013,11.24956342271366
Poland,2014,11.20080319637368
Poland,2015,5.58715950535502
Poland,2016,5.53010831668442
Poland,2017,5.63064262636698
Poland,2018,5.01293498046819
Poland,2019,5.07771115145812
Poland,2020,4.58201108212693
Poland,2021,5.32593044773843
Poland,2022,5.45254580092883
Poland,2023,5.94641618590236
Portugal,2010,36.866673094702
Portugal,2011,39.3102146645572
Portugal,2012,42.8415841113272
Portugal,2013,43.7929787329152
Portugal,2014,42.609219879863
Portugal,2015,22.1209347840321
Portugal,2016,42.478658219518906
Portugal,2017,37.5574348039715
Portugal,2018,32.221658668715705
Portugal,2019,35.8785998122634
Portugal,2020,34.0870114600822
Portugal,2021,33.3463077577418
Portugal,2022,34.9330390088002
Portugal,2023,35.3857991639709
Puerto Rico,2020,39.41016025068654
Republic of Korea,2010,8.4561337803834
Republic of Korea,2011,8.88705357911172
Republic of Korea,2012,8.80652627307052
Republic of Korea,2016,14.1292501619805
Republic of Moldova,2012,8.03990895951662
Republic of Moldova,2013,8.8595851103231
Republic of Moldova,2014,8.55593472240629
Republic of Moldova,2017,10.6466342935919
Republic of Moldova,2018,19.4370362102789
Romania,2010,5.16332401390055
Romania,2011,5.87712924522129
Romania,2012,5.85362393269027
Romania,2013,6.31513227809649
Romania,2014,6.26496944587923
Romania,2015,6.19495139642936
Romania,2016,12.580237887343209
Romania,2017,10.84847601893841
Romania,2018,5.265877846329435
Romania,2019,5.25599462852732
Romania,2020,10.06576315785267
Romania,2021,4.94592704206911
Romania,2022,5.4730132577094
Romania,2023,6.5957131473616
Russian Federation,2010,89.6275951363435
Russian Federation,2011,90.2309203651417
Russian Federation,2012,90.2142017436164
Russian Federation,2013,88.9234829600869
Russian Federation,2014,91.547639072667
Russian Federation,2015,96.4374781857183
Russian Federation,2016,191.0903609037418
Russian Federation,2017,190.3735507609002
Russian Federation,2018,181.9659463494831
Russian Federation,2019,169.1392974119623
Russian Federation,2020,76.73225635830511
Saint Kitts and Nevis,2021,4.27688557192652
Saint Kitts and Nevis,2022,23.5498132071634
Saint Lucia,2019,19.7003852832493
Saint Lucia,2020,22.4403297606458
Saint Lucia,2021,7.28201566193522
Saint Lucia,2022,22.933085730586576
Saint Lucia,2023,18.96427186957046
Saint Vincent and the Grenadines,2021,151.69047364378068
Saint Vincent and the Grenadines,2022,229.3083511357625
Saint Vincent and the Grenadines,2023,63.164647536332
Saudi Arabia,2015,1.15763375390468
Serbia,2010,18.7537237871245
Serbia,2011,22.9196528351495
Serbia,2012,21.4072451237422
Serbia,2013,21.6872054901889
Serbia,2014,22.9411034214138
Serbia,2015,48.20785891203783
Serbia,2016,24.74009915405138
Serbia,2017,25.3622443126333
Serbia,2018,27.364598300944728
Serbia,2019,27.57619790838626
Serbia,2020,27.50509133717019
Serbia,2021,28.01579417827405
Serbia,2022,30.745609750010033
Serbia,2023,31.31458818363727
Slovakia,2013,37.03962805855329
Slovakia,2014,36.34194333925397
Slovakia,2015,35.0535526037594
Slovakia,2016,18.51763477659716
Slovakia,2017,37.38248639710744
Slovakia,2018,19.326752929142103
Slovakia,2019,41.38974508522
Slovakia,2020,22.60301903374022
Slovakia,2021,24.858715956374297
Slovakia,2022,27.296662928144418
Slovakia,2023,54.16764187450486
Slovenia,2010,8.70580824136804
Slovenia,2011,12.00700506246572
Slovenia,2016,7.17968072735987
Slovenia,2017,10.5216712486848
Slovenia,2018,6.08848452546424
Slovenia,2019,7.24763066074153
Slovenia,2020,8.22861469844624
Slovenia,2021,5.9143768565229
Slovenia,2022,6.5713956131443
Slovenia,2023,4.76775824727766
Spain,2012,61.8694977899308
Spain,2013,58.872750714894906
Spain,2014,56.0143299938598
Spain,2015,51.1227840920702
Spain,2016,46.053335891424
Spain,2017,41.0381403470902
Spain,2018,18.879735405955
Spain,2019,34.8939780250156
Spain,2020,16.3990851495913
Spain,2021,15.7303773519352
Spain,2022,31.2826803206234
Spain,2023,30.765005357421
State of Palestine,2010,5.00383938870509
State of Palestine,2011,4.17890829665147
State of Palestine,2012,4.05663826150039
Suriname,2022,21.021753503090707
Suriname,2023,23.53367700982373
Sweden,2010,36.08356031286062
Sweden,2011,34.64821950588935
Sweden,2012,29.68647521061136
Sweden,2013,24.91505756919862
Sweden,2014,23.10127739235258
Sweden,2015,23.450220299920993
Sweden,2016,22.29101667996876
Sweden,2017,21.6745875850448
Sweden,2018,24.588703083007672
Sweden,2019,25.44963700704098
Sweden,2020,28.009347202081152
Sweden,2021,31.79683359412278
Sweden,2022,34.28896827774604
Sweden,2023,40.979978759406
Switzerland,2010,12.6888739851057
Switzerland,2011,11.207459745856
Switzerland,2012,9.42626488691951
Switzerland,2014,23.320452751328048
Switzerland,2015,20.4733644666894
Switzerland,2016,19.12858432595202
Switzerland,2017,10.6226581060818
Switzerland,2018,21.088860367262
Switzerland,2019,18.22204169874666
Switzerland,2020,7.78882763851021
Switzerland,2021,9.39471450835064
Switzerland,2022,7.59765892016339
Syrian Arab Republic,2015,57.01013013486287
Thailand,2014,6.75625959654292
Thailand,2015,326.670543430432
Thailand,2016,77.7591352642243
Thailand,2021,238.3638080947998
Thailand,2022,311.95507585948303
Thailand,2023,210.88963017783172
Trinidad and Tobago,2012,109.63029870872747
Trinidad and Tobago,2013,136.905524569728
Trinidad and Tobago,2014,108.29398968357256
Trinidad and Tobago,2015,107.7534558947262
Türkiye,2013,41.35699799658475
Türkiye,2014,47.44723836595017
Türkiye,2015,49.06752456744377
Türkiye,2016,91.7404580533173
Türkiye,2018,78.9649176387759
Türkiye,2019,189.11481091002582
Türkiye,2020,202.4829538864382
Türkiye,2021,237.900467551069
Türkiye,2022,288.98393548083425
Türkiye,2023,252.27768400070482
Uganda,2014,1.37104716832257
Uganda,2016,2.48716776077993
United Arab Emirates,2012,58.04896908058737
United Arab Emirates,2013,43.00390444297499
United Arab Emirates,2014,57.27900795380579
United Kingdom (England and Wales),2012,37.767071568423816
United Kingdom (England and Wales),2013,35.73421045279563
United Kingdom (England and Wales),2014,35.9039945440978
United Kingdom (England and Wales),2015,35.9762484548569
United Kingdom (England and Wales),2016,37.62682782032452
United Kingdom (England and Wales),2017,19.086011232182248
United Kingdom (England and Wales),2018,18.40624392030222
United Kingdom (Northern Ireland),2014,6.954639450844282
United Kingdom (Northern Ireland),2015,8.317036801807717
United Kingdom (Northern Ireland),2016,103.2147473574716
United Kingdom (Northern Ireland),2017,54.94875547483098
United Kingdom (Northern Ireland),2018,7.280878764865345
United Kingdom (Northern Ireland),2020,5.381137530268899
United Kingdom (Northern Ireland),2022,15.702342213705741
United Kingdom (Northern Ireland),2023,14.892870272685322
United Kingdom (Scotland),2012,24.954832881662163
United Kingdom (Scotland),2013,25.789740413311577
United Kingdom (Scotland),2021,9.489224255917078
United Kingdom (Scotland),2022,9.70271078295623
United States of America,2010,76.1904051590356
United States of America,2011,102.481628775196
United States of America,2012,132.57005503970322
United States of America,2013,129.9237805374733
United States of America,2014,127.6943251140908
United States of America,2017,79.0777589921192
United States of America,2018,105.2658290860335
United States of America,2019,50.7119708329256
United States of America,2020,116.69351955619653
Uruguay,2021,84.788314050616
Uruguay,2022,99.2063199498188
